Period,Provider Org Name,WaitCategory,Patients
2025-05-01,"NUFFIELD HEALTH, WESSEX HOSPITAL",0-18 Weeks,222.0
2025-05-01,"NUFFIELD HEALTH, WESSEX HOSPITAL",18-52 Weeks,106.0
2025-05-01,"NUFFIELD HEALTH, WESSEX HOSPITAL",52+ Weeks,12.0
2025-05-01,"NUFFIELD HEALTH, WESSEX HOSPITAL",Other,1510.0
2025-05-01,"NUFFIELD HEALTH, WOKING HOSPITAL",0-18 Weeks,190.0
2025-05-01,"NUFFIELD HEALTH, WOKING HOSPITAL",18-52 Weeks,44.0
2025-05-01,"NUFFIELD HEALTH, WOKING HOSPITAL",52+ Weeks,2.0
2025-05-01,"NUFFIELD HEALTH, WOKING HOSPITAL",Other,1556.0
2025-05-01,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",0-18 Weeks,272.0
2025-05-01,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",18-52 Weeks,36.0
2025-05-01,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",52+ Weeks,2.0
2025-05-01,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",Other,1352.0
2025-05-01,"NUFFIELD HEALTH, YORK HOSPITAL",0-18 Weeks,504.0
2025-05-01,"NUFFIELD HEALTH, YORK HOSPITAL",18-52 Weeks,52.0
2025-05-01,"NUFFIELD HEALTH, YORK HOSPITAL",52+ Weeks,0.0
2025-05-01,"NUFFIELD HEALTH, YORK HOSPITAL",Other,1492.0
2025-05-01,NUFFIELD HOSPITAL OXFORD (THE MANOR),0-18 Weeks,130.0
2025-05-01,NUFFIELD HOSPITAL OXFORD (THE MANOR),18-52 Weeks,6.0
2025-05-01,NUFFIELD HOSPITAL OXFORD (THE MANOR),52+ Weeks,0.0
2025-05-01,NUFFIELD HOSPITAL OXFORD (THE MANOR),Other,246.0
2025-05-01,OAKLANDS HOSPITAL,0-18 Weeks,2292.0
2025-05-01,OAKLANDS HOSPITAL,18-52 Weeks,334.0
2025-05-01,OAKLANDS HOSPITAL,52+ Weeks,0.0
2025-05-01,OAKLANDS HOSPITAL,Other,7900.0
2025-05-01,OAKS HOSPITAL,0-18 Weeks,230.0
2025-05-01,OAKS HOSPITAL,18-52 Weeks,72.0
2025-05-01,OAKS HOSPITAL,52+ Weeks,10.0
2025-05-01,OAKS HOSPITAL,Other,1384.0
2025-05-01,OMNES HEALTHCARE LTD,0-18 Weeks,4452.0
2025-05-01,OMNES HEALTHCARE LTD,18-52 Weeks,448.0
2025-05-01,OMNES HEALTHCARE LTD,52+ Weeks,6.0
2025-05-01,OMNES HEALTHCARE LTD,Other,19750.0
2025-05-01,OPTEGRA UK,0-18 Weeks,6898.0
2025-05-01,OPTEGRA UK,18-52 Weeks,64.0
2025-05-01,OPTEGRA UK,52+ Weeks,0.0
2025-05-01,OPTEGRA UK,Other,12000.0
2025-05-01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,0-18 Weeks,122.0
2025-05-01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,18-52 Weeks,56.0
2025-05-01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,52+ Weeks,0.0
2025-05-01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Other,540.0
2025-05-01,OVIVA UK LTD,0-18 Weeks,6378.0
2025-05-01,OVIVA UK LTD,18-52 Weeks,0.0
2025-05-01,OVIVA UK LTD,52+ Weeks,0.0
2025-05-01,OVIVA UK LTD,Other,10012.0
2025-05-01,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,41934.0
2025-05-01,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,10468.0
2025-05-01,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,1078.0
2025-05-01,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Other,190180.0
2025-05-01,OXLEAS NHS FOUNDATION TRUST,0-18 Weeks,896.0
2025-05-01,OXLEAS NHS FOUNDATION TRUST,18-52 Weeks,124.0
2025-05-01,OXLEAS NHS FOUNDATION TRUST,52+ Weeks,14.0
2025-05-01,OXLEAS NHS FOUNDATION TRUST,Other,3838.0
2025-05-01,PARK HILL HOSPITAL,0-18 Weeks,490.0
2025-05-01,PARK HILL HOSPITAL,18-52 Weeks,80.0
2025-05-01,PARK HILL HOSPITAL,52+ Weeks,8.0
2025-05-01,PARK HILL HOSPITAL,Other,1540.0
2025-05-01,PARK HOSPITAL,0-18 Weeks,686.0
2025-05-01,PARK HOSPITAL,18-52 Weeks,98.0
2025-05-01,PARK HOSPITAL,52+ Weeks,4.0
2025-05-01,PARK HOSPITAL,Other,2566.0
2025-05-01,PHOENIX HEALTH SOLUTIONS LIMITED HQ,0-18 Weeks,1112.0
2025-05-01,PHOENIX HEALTH SOLUTIONS LIMITED HQ,18-52 Weeks,18.0
2025-05-01,PHOENIX HEALTH SOLUTIONS LIMITED HQ,52+ Weeks,0.0
2025-05-01,PHOENIX HEALTH SOLUTIONS LIMITED HQ,Other,1428.0
2025-05-01,PHOENIX PUBLIC HEALTH LTD,0-18 Weeks,78.0
2025-05-01,PHOENIX PUBLIC HEALTH LTD,18-52 Weeks,52.0
2025-05-01,PHOENIX PUBLIC HEALTH LTD,52+ Weeks,2.0
2025-05-01,PHOENIX PUBLIC HEALTH LTD,Other,732.0
2025-05-01,PINEHILL HOSPITAL,0-18 Weeks,680.0
2025-05-01,PINEHILL HOSPITAL,18-52 Weeks,108.0
2025-05-01,PINEHILL HOSPITAL,52+ Weeks,0.0
2025-05-01,PINEHILL HOSPITAL,Other,2686.0
2025-05-01,PIONEER HEALTHCARE LIMITED,0-18 Weeks,632.0
2025-05-01,PIONEER HEALTHCARE LIMITED,18-52 Weeks,322.0
2025-05-01,PIONEER HEALTHCARE LIMITED,52+ Weeks,168.0
2025-05-01,PIONEER HEALTHCARE LIMITED,Other,6430.0
2025-05-01,PLYMOUTH NEWMEDICA LTD,0-18 Weeks,778.0
2025-05-01,PLYMOUTH NEWMEDICA LTD,18-52 Weeks,10.0
2025-05-01,PLYMOUTH NEWMEDICA LTD,52+ Weeks,2.0
2025-05-01,PLYMOUTH NEWMEDICA LTD,Other,1238.0
2025-05-01,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,0-18 Weeks,28302.0
2025-05-01,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,18-52 Weeks,7088.0
2025-05-01,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,52+ Weeks,852.0
2025-05-01,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,Other,127852.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,0-18 Weeks,1078.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,18-52 Weeks,382.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,52+ Weeks,2.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,Other,6152.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,0-18 Weeks,3546.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,18-52 Weeks,866.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,52+ Weeks,8.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,Other,13550.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - ILFORD,0-18 Weeks,4036.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - ILFORD,18-52 Weeks,832.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - ILFORD,52+ Weeks,4.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - ILFORD,Other,12748.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,0-18 Weeks,1864.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,18-52 Weeks,124.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,52+ Weeks,6.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,Other,4272.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,0-18 Weeks,1864.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,18-52 Weeks,346.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,52+ Weeks,0.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Other,7446.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0-18 Weeks,4186.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,18-52 Weeks,1052.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,52+ Weeks,48.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,Other,20266.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,0-18 Weeks,458.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,18-52 Weeks,16.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,52+ Weeks,0.0
2025-05-01,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,Other,610.0
2025-05-01,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,0-18 Weeks,942.0
2025-05-01,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,18-52 Weeks,76.0
2025-05-01,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,52+ Weeks,0.0
2025-05-01,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,Other,4084.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,0-18 Weeks,1570.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,18-52 Weeks,478.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,52+ Weeks,6.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,Other,7754.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,0-18 Weeks,1374.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,18-52 Weeks,56.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,52+ Weeks,158.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,Other,2648.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0-18 Weeks,2908.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,18-52 Weeks,94.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,52+ Weeks,0.0
2025-05-01,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,Other,5076.0
2025-05-01,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,0-18 Weeks,840.0
2025-05-01,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,18-52 Weeks,344.0
2025-05-01,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,52+ Weeks,280.0
2025-05-01,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,Other,5948.0
2025-05-01,PRINCESS MARGARET HOSPITAL,0-18 Weeks,108.0
2025-05-01,PRINCESS MARGARET HOSPITAL,18-52 Weeks,12.0
2025-05-01,PRINCESS MARGARET HOSPITAL,52+ Weeks,0.0
2025-05-01,PRINCESS MARGARET HOSPITAL,Other,236.0
2025-05-01,PRIORY HOSPITAL,0-18 Weeks,438.0
2025-05-01,PRIORY HOSPITAL,18-52 Weeks,110.0
2025-05-01,PRIORY HOSPITAL,52+ Weeks,4.0
2025-05-01,PRIORY HOSPITAL,Other,1776.0
2025-05-01,PROBUS SURGICAL CENTRE,0-18 Weeks,952.0
2025-05-01,PROBUS SURGICAL CENTRE,18-52 Weeks,38.0
2025-05-01,PROBUS SURGICAL CENTRE,52+ Weeks,0.0
2025-05-01,PROBUS SURGICAL CENTRE,Other,3448.0
2025-05-01,PROVIDE ENTERPRISES,0-18 Weeks,372.0
2025-05-01,PROVIDE ENTERPRISES,18-52 Weeks,0.0
2025-05-01,PROVIDE ENTERPRISES,52+ Weeks,0.0
2025-05-01,PROVIDE ENTERPRISES,Other,216.0
2025-05-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,6940.0
2025-05-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,2374.0
2025-05-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,190.0
2025-05-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Other,42266.0
2025-05-01,RAPID INVESTIGATION SERVICE,0-18 Weeks,338.0
2025-05-01,RAPID INVESTIGATION SERVICE,18-52 Weeks,0.0
2025-05-01,RAPID INVESTIGATION SERVICE,52+ Weeks,0.0
2025-05-01,RAPID INVESTIGATION SERVICE,Other,156.0
2025-05-01,RENACRES HOSPITAL,0-18 Weeks,2280.0
2025-05-01,RENACRES HOSPITAL,18-52 Weeks,392.0
2025-05-01,RENACRES HOSPITAL,52+ Weeks,4.0
2025-05-01,RENACRES HOSPITAL,Other,8318.0
2025-05-01,RIDGEWAY HOSPITAL,0-18 Weeks,118.0
2025-05-01,RIDGEWAY HOSPITAL,18-52 Weeks,34.0
2025-05-01,RIDGEWAY HOSPITAL,52+ Weeks,0.0
2025-05-01,RIDGEWAY HOSPITAL,Other,868.0
2025-05-01,RIVERS HOSPITAL,0-18 Weeks,1968.0
2025-05-01,RIVERS HOSPITAL,18-52 Weeks,470.0
2025-05-01,RIVERS HOSPITAL,52+ Weeks,20.0
2025-05-01,RIVERS HOSPITAL,Other,7672.0
2025-05-01,ROWLEY HALL HOSPITAL,0-18 Weeks,992.0
2025-05-01,ROWLEY HALL HOSPITAL,18-52 Weeks,228.0
2025-05-01,ROWLEY HALL HOSPITAL,52+ Weeks,0.0
2025-05-01,ROWLEY HALL HOSPITAL,Other,4694.0
2025-05-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,0-18 Weeks,16856.0
2025-05-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,18-52 Weeks,3406.0
2025-05-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,52+ Weeks,6.0
2025-05-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Other,69944.0
2025-05-01,ROYAL CORNWALL HOSPITALS NHS TRUST,0-18 Weeks,29190.0
2025-05-01,ROYAL CORNWALL HOSPITALS NHS TRUST,18-52 Weeks,4630.0
2025-05-01,ROYAL CORNWALL HOSPITALS NHS TRUST,52+ Weeks,270.0
2025-05-01,ROYAL CORNWALL HOSPITALS NHS TRUST,Other,90544.0
2025-05-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,0-18 Weeks,40676.0
2025-05-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,18-52 Weeks,8608.0
2025-05-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,52+ Weeks,782.0
2025-05-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,Other,171466.0
2025-05-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,0-18 Weeks,55954.0
2025-05-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,18-52 Weeks,16260.0
2025-05-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,52+ Weeks,1550.0
2025-05-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,Other,283082.0
2025-05-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0-18 Weeks,4802.0
2025-05-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,18-52 Weeks,1024.0
2025-05-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,52+ Weeks,26.0
2025-05-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Other,19922.0
2025-05-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,2830.0
2025-05-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,1102.0
2025-05-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,30.0
2025-05-01,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,Other,16822.0
2025-05-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,11832.0
2025-05-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,3510.0
2025-05-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,362.0
2025-05-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Other,62610.0
2025-05-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,0-18 Weeks,20932.0
2025-05-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,18-52 Weeks,4562.0
2025-05-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,52+ Weeks,434.0
2025-05-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Other,82710.0
2025-05-01,RUNNYMEDE HOSPITAL,0-18 Weeks,54.0
2025-05-01,RUNNYMEDE HOSPITAL,18-52 Weeks,8.0
2025-05-01,RUNNYMEDE HOSPITAL,52+ Weeks,0.0
2025-05-01,RUNNYMEDE HOSPITAL,Other,214.0
2025-05-01,SALISBURY NHS FOUNDATION TRUST,0-18 Weeks,15686.0
2025-05-01,SALISBURY NHS FOUNDATION TRUST,18-52 Weeks,2750.0
2025-05-01,SALISBURY NHS FOUNDATION TRUST,52+ Weeks,184.0
2025-05-01,SALISBURY NHS FOUNDATION TRUST,Other,60794.0
2025-05-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,0-18 Weeks,34676.0
2025-05-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,18-52 Weeks,7930.0
2025-05-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,52+ Weeks,754.0
2025-05-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Other,137718.0
2025-05-01,SARUM ROAD HOSPITAL,0-18 Weeks,118.0
2025-05-01,SARUM ROAD HOSPITAL,18-52 Weeks,46.0
2025-05-01,SARUM ROAD HOSPITAL,52+ Weeks,0.0
2025-05-01,SARUM ROAD HOSPITAL,Other,882.0
2025-05-01,SAXON CLINIC,0-18 Weeks,240.0
2025-05-01,SAXON CLINIC,18-52 Weeks,88.0
2025-05-01,SAXON CLINIC,52+ Weeks,8.0
2025-05-01,SAXON CLINIC,Other,1358.0
2025-05-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,0-18 Weeks,7474.0
2025-05-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,18-52 Weeks,1434.0
2025-05-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,52+ Weeks,118.0
2025-05-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,Other,28510.0
2025-05-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,49052.0
2025-05-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,9190.0
2025-05-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,622.0
2025-05-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Other,189248.0
2025-05-01,SHELBURNE HOSPITAL,0-18 Weeks,58.0
2025-05-01,SHELBURNE HOSPITAL,18-52 Weeks,18.0
2025-05-01,SHELBURNE HOSPITAL,52+ Weeks,0.0
2025-05-01,SHELBURNE HOSPITAL,Other,308.0
2025-05-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,14540.0
2025-05-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,3828.0
2025-05-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,186.0
2025-05-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Other,74602.0
2025-05-01,SHIRLEY OAKS HOSPITAL,0-18 Weeks,590.0
2025-05-01,SHIRLEY OAKS HOSPITAL,18-52 Weeks,68.0
2025-05-01,SHIRLEY OAKS HOSPITAL,52+ Weeks,0.0
2025-05-01,SHIRLEY OAKS HOSPITAL,Other,2062.0
2025-05-01,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0-18 Weeks,3836.0
2025-05-01,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,18-52 Weeks,1352.0
2025-05-01,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,52+ Weeks,50.0
2025-05-01,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Other,17682.0
2025-05-01,SIRONA CARE & HEALTH,0-18 Weeks,3826.0
2025-05-01,SIRONA CARE & HEALTH,18-52 Weeks,1234.0
2025-05-01,SIRONA CARE & HEALTH,52+ Weeks,0.0
2025-05-01,SIRONA CARE & HEALTH,Other,14222.0
2025-05-01,SLOANE HOSPITAL,0-18 Weeks,450.0
2025-05-01,SLOANE HOSPITAL,18-52 Weeks,50.0
2025-05-01,SLOANE HOSPITAL,52+ Weeks,2.0
2025-05-01,SLOANE HOSPITAL,Other,1802.0
2025-05-01,SOMERSET NHS FOUNDATION TRUST,0-18 Weeks,27584.0
2025-05-01,SOMERSET NHS FOUNDATION TRUST,18-52 Weeks,5928.0
2025-05-01,SOMERSET NHS FOUNDATION TRUST,52+ Weeks,528.0
2025-05-01,SOMERSET NHS FOUNDATION TRUST,Other,125716.0
2025-05-01,SOMERSET SURGICAL SERVICES HQ,0-18 Weeks,830.0
2025-05-01,SOMERSET SURGICAL SERVICES HQ,18-52 Weeks,38.0
2025-05-01,SOMERSET SURGICAL SERVICES HQ,52+ Weeks,2.0
2025-05-01,SOMERSET SURGICAL SERVICES HQ,Other,3106.0
2025-05-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,30462.0
2025-05-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,6288.0
2025-05-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,490.0
2025-05-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Other,121198.0
2025-05-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,0-18 Weeks,37758.0
2025-05-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,18-52 Weeks,6228.0
2025-05-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,52+ Weeks,20.0
2025-05-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Other,122610.0
2025-05-01,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,0-18 Weeks,15058.0
2025-05-01,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,18-52 Weeks,3278.0
2025-05-01,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,52+ Weeks,250.0
2025-05-01,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,Other,66692.0
2025-05-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0-18 Weeks,3464.0
2025-05-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,18-52 Weeks,84.0
2025-05-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-05-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Other,8566.0
2025-05-01,SOUTHEND PRIVATE HOSPITAL,0-18 Weeks,818.0
2025-05-01,SOUTHEND PRIVATE HOSPITAL,18-52 Weeks,104.0
2025-05-01,SOUTHEND PRIVATE HOSPITAL,52+ Weeks,0.0
2025-05-01,SOUTHEND PRIVATE HOSPITAL,Other,3254.0
2025-05-01,SPAMEDICA BEDFORD,0-18 Weeks,588.0
2025-05-01,SPAMEDICA BEDFORD,18-52 Weeks,12.0
2025-05-01,SPAMEDICA BEDFORD,52+ Weeks,0.0
2025-05-01,SPAMEDICA BEDFORD,Other,612.0
2025-05-01,SPAMEDICA BEXHILL,0-18 Weeks,724.0
2025-05-01,SPAMEDICA BEXHILL,18-52 Weeks,4.0
2025-05-01,SPAMEDICA BEXHILL,52+ Weeks,0.0
2025-05-01,SPAMEDICA BEXHILL,Other,544.0
2025-05-01,SPAMEDICA BIRMINGHAM,0-18 Weeks,1080.0
2025-05-01,SPAMEDICA BIRMINGHAM,18-52 Weeks,18.0
2025-05-01,SPAMEDICA BIRMINGHAM,52+ Weeks,0.0
2025-05-01,SPAMEDICA BIRMINGHAM,Other,828.0
2025-05-01,SPAMEDICA BLACKPOOL,0-18 Weeks,256.0
2025-05-01,SPAMEDICA BLACKPOOL,18-52 Weeks,0.0
2025-05-01,SPAMEDICA BLACKPOOL,52+ Weeks,0.0
2025-05-01,SPAMEDICA BLACKPOOL,Other,514.0
2025-05-01,SPAMEDICA BOLTON,0-18 Weeks,1114.0
2025-05-01,SPAMEDICA BOLTON,18-52 Weeks,0.0
2025-05-01,SPAMEDICA BOLTON,52+ Weeks,0.0
2025-05-01,SPAMEDICA BOLTON,Other,666.0
2025-05-01,SPAMEDICA BRADFORD,0-18 Weeks,616.0
2025-05-01,SPAMEDICA BRADFORD,18-52 Weeks,10.0
2025-05-01,SPAMEDICA BRADFORD,52+ Weeks,0.0
2025-05-01,SPAMEDICA BRADFORD,Other,476.0
2025-05-01,SPAMEDICA BRIGHTON,0-18 Weeks,662.0
2025-05-01,SPAMEDICA BRIGHTON,18-52 Weeks,4.0
2025-05-01,SPAMEDICA BRIGHTON,52+ Weeks,0.0
2025-05-01,SPAMEDICA BRIGHTON,Other,746.0
2025-05-01,SPAMEDICA BRISTOL,0-18 Weeks,320.0
2025-05-01,SPAMEDICA BRISTOL,18-52 Weeks,8.0
2025-05-01,SPAMEDICA BRISTOL,52+ Weeks,0.0
2025-05-01,SPAMEDICA BRISTOL,Other,314.0
2025-05-01,SPAMEDICA BROMLEY,0-18 Weeks,892.0
2025-05-01,SPAMEDICA BROMLEY,18-52 Weeks,28.0
2025-05-01,SPAMEDICA BROMLEY,52+ Weeks,0.0
2025-05-01,SPAMEDICA BROMLEY,Other,1100.0
2025-05-01,SPAMEDICA CAMBRIDGE,0-18 Weeks,260.0
2025-05-01,SPAMEDICA CAMBRIDGE,18-52 Weeks,0.0
2025-05-01,SPAMEDICA CAMBRIDGE,52+ Weeks,0.0
2025-05-01,SPAMEDICA CAMBRIDGE,Other,328.0
2025-05-01,SPAMEDICA CARLISLE,0-18 Weeks,782.0
2025-05-01,SPAMEDICA CARLISLE,18-52 Weeks,6.0
2025-05-01,SPAMEDICA CARLISLE,52+ Weeks,0.0
2025-05-01,SPAMEDICA CARLISLE,Other,416.0
2025-05-01,SPAMEDICA CHELMSFORD,0-18 Weeks,866.0
